paperid,originalaffiliation
2398878249,Hokkaido University#TAB#
2398950022,Penn State University
2398950022,Rutgers University
2398950022,University of Illinois at Chicago
2399263216,Karamanoglu Mehmetbey University
2399263216,Selcuk University
2399403059,"Anhui Xinhe Defense Equipment Technology Corporation Limited, Hefei, China#TAB#"
2399403059,"State Key Laboratory of Robotics, Shenyang Institute of Automation, University of Chinese Academy of Science, Shenyang, China and University of Chinese Academy of Sciences, Beijing, China#TAB#"
2399403059,"State Key Laboratory of Robotics, Shenyang Institute of Automation, University of Chinese Academy of Science, Shenyang, China#TAB#"
2399477730,"DSG, Trinity College Dublin, College Green, Dublin, Ireland"
2399540504,Wakayama University
2399611541,"NTIS - New Technologies for the Information Society, Faculty of Applied Science, University of West Bohemia, Pilsen, Czech Republic#TAB#"
2399713950,"aMcGovern Institute for Brain Research, Massachusetts Institute of Technology, Cambridge, MA 02139;"
2399713950,"cProgram on Crisis Leadership, Ash Center for Democratic Governance & Innovation, Kennedy School of Government, Harvard University, Cambridge, MA 02138;"
2399713950,"fDepartment of Musicology and Ethnomusicology, Boston University, Boston, MA 02215"
2399839889,"Department of Informatics Engineering, University of Pembangunan Nasional “Veteran” East Java, Surabaya, Indonesia"
2400020834,University of Hamburg#TAB#
2400339660,Universidade de São Paulo
2400412354,"Delft University of Technology, the Netherlands"
2400412354,"Free University of Bozen-Bolzano, Italy"
2400412354,"Johannes Kepler University, Linz, Austria"
2400412354,"Universitat Pompeu Fabra, Barcelona, Spain"
2400448630,"Department of Informatics, King's College London, London WC2R 2LS, UK#TAB#"
2400448630,"Key Laboratory of Advanced Control and Optimization for Chemical Processes, Ministry of Education, East China University of Science and Technology, Shanghai, PR China#TAB#"
2400448630,"Systems Research Institute of Polish Academy of Science, Warsaw, Poland#TAB#"
2400861404,Università degli Studi di Milano
2400968417,Centre d’Etude et de Recherche des Télécommunications
2400968417,Université de Carthage
2400968417,Université de Rennes I
2400968417,Université de Tunis
2401055552,"Audience Inc., 331 Fairchild Drive, 94043 Mountain View, CA, USA#TAB#"
2401055552,"Dept. ESAT-PSI, KU Leuven, Kasteelpark Arenberg 10, B-3001 Heverlee, Belgium#TAB#"
2401126623,"BioCircuits Institute, University of California, San Diego, San Diego, CA, USA"
2401126623,"Chair of Highly-Parallel VLSI-Systems and Neuromorphic Circuits, Technische Universität Dresden, Dresden, Germany"
2401126623,"Cognitive Interaction Technology - Center of Excellence, Faculty of Technology, Bielefeld University, Bielefeld, Germany"
2401126623,"iCub Facility, Istituto Italiano di Tecnologia, Genova, Italy"
2401266586,Northwest Branch of PetroChina Research Institute of Petroleum Exploration and Development
2401447009,"CerCo UMR 5549, Centre National de la Recherche Scientifique – Université de Toulouse, Toulouse, France"
2401447009,"Department of Computer Science, School of Mathematics, Statistics, and Computer Science, University of Tehran, Tehran, Iran"
2401447009,"Department of Physiology, Monash University, Clayton, VIC, Australia"
2401448569,"Information Technologies Institute, CERTH, Thessaloniki, Greece#TAB#"
2401489303,"State Key Lab of ASIC & System, Microelectronics Department, Fudan University, Shanghai, P. R. China"
2401536251,"Computer Vision Center, Universitat Autonoma de Barcelona, Bellaterra, Spain 08193#TAB#"
2401569233,"DEIB, Politecnico di Milano, Milan, Italy"
2401569233,IULM University
2401675097,Computing Laboratory
2401675097,Lancaster Environment Centre
2401760721,University of Texas at Austin
2401997339,HeiLongJiang University
2402118732,"Iwate Prefectural University, Japan"
2402366611,"Department of Electrical and Computer Engineering, Texas A&M University, College Station, TX 77843"
2402496060,Computer Science
2402496060,University of Illinois at Urbana-Champaign
2402698561,IIIA-CSIC
2402698561,Sony CSL
2402698561,University of Bremen
2402824056,"Hanoi Metropolitan University, Hanoi"
2402824056,"Institute of Information Technology, Hanoi"
2402824056,"Nguyen Tat Thanh University, Hanoi"
2402902088,University of California
2402902088,University of Southern California
2402902088,University of Texas at Austin
2402943590,คณะเทคโนโลยีสารสนเทศ มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ
2403029370,Hong Kong Baptist University
2403190083,Australian National University
2403190083,external organisation
2403190083,University of Sydney
2403658856,"Pattern Recognition Laboratory, Delft University of Technology, Delft, The Netherlands and Biomedical Imaging Group Rotterdam, Erasmus MC, Rotterdam, The Netherlands#TAB#"
2403658856,"Pattern Recognition Laboratory, Delft University of Technology, Delft, The Netherlands and The Image Section, University of Copenhagen, Copenhagen, Denmark#TAB#"
2403658856,"Pattern Recognition Laboratory, Delft University of Technology, Delft, The Netherlands#TAB#"
2403658856,"The Image Section, University of Copenhagen, Copenhagen, Denmark and Biomedical Imaging Group Rotterdam, Erasmus MC, Rotterdam, The Netherlands#TAB#"
2403658856,"The Image Section, University of Copenhagen, Copenhagen, Denmark#TAB#"
2403854407,"Electrical and Electronic Engineering, kyungpook  National University"
2403854407,"Graduate School of Electrical and Electronic Engineering, Kobe University"
2403897016,University of Caen Basse-Normandie
2403966573,Aalto University
2404033380,Hungarian Academy of Sciences
2404033380,University of Szeged
2404063942,Duke Univ. (United States)
2404063942,NASA Goddard Space Flight Ctr. (United States)
2404063942,"Univ. of Nevada, Las Vegas (United States)"
2404506086,"University of Glasgow, Glasgow, United Kingdom"
2404609456,University of Cyprus
2404924021,Sun Yat-sen University
2404924021,University of Illinois at Chicago
2405013394,"Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, USA"
2405013394,"Department of Preventive Medicine, Northwestern University Feinberg School of Medicine, Chicago, USA"
2405035562,"School of Electronics, Electrical Engineering and Computer Science"
2405035562,"School of Electronics, Electrical Engineering and Computer Science, Knowledge and Data Engineering"
2405035562,"School of Electronics, Electrical Engineering and Computer Science, Speech, Image and Vision Systems"
2405038777,"Carlos III University of Madrid, Spain"
2405038777,"Data Science Group, Computing & Communications, Lancaster University, UK"
2405140409,NetApp
2405140409,University of Virginia
2405638142,"Institut de biologie du Développement de Marseille Luminy, UMR 6216, Marseille, France#TAB#"
2405638142,"Institut de Mathématiques de Luminy, UMR 6206, Marseille, France#TAB#"
2405638345,Universidade de Évora
2405674699,North Dakota State University
2405674699,Plant Pathology
2405674699,University of Minnesota
2405763091,University of Technology Sydney
2405793168,Hong Kong University of Science and Technology
2405793168,Stevens Institute of Technology
2405793168,University of Southern California
2405829194,Peoples’ Friendship University
2405829194,University of Patras
2405985587,National Institute of Advanced Industrial Science and Technology#TAB#
2406049696,East China Normal University
2406349003,"College of Communications Engineering, PLA University of Science and Technology, Nanjing, China"
2406529815,"University of Information Technology and Management in Rzeszow, Poland#TAB#"
2406797504,"Interoud Innovation S.L., A Coruña, Spain"
2406797504,"University of Kent, Canterbury, UK"
2406806423,Harbin Institute of Technology Shenzhen Graduate School
2406806423,National Chiao Tung University
2406806423,University of Moncton
2406817400,DRS. NICOLAS&ASP
2406817400,Universidade de Évora
2406817400,Universidade Do Minho
2406940341,Computer Science and Engineering
2406940341,Microsoft Research Asia
2406940341,Univcrsity of New Mexico
2406940341,University of Minncsota
2407265787,"College of Computer Science and Technology, Wuhan University of Science and Technology, Wuhan, China and Intelligent Information Processing and Real-Time Industrial Systems Hubei Province Key Labo ...#TAB#"
2407265787,"College of Computer Science and Technology, Wuhan University of Science and Technology, Wuhan, China#TAB#"
2408246687,"Celal Bayar University, Turkey"
2408291668,"Department of Mathematics “Tullio Levi-Civita”, Università degli Studi di Padova, Via Trieste 63, Padova 35121, Italy"
2408291668,"Media Integration and Communication Center (MICC), Università degli Studi di Firenze, Viale Morgagni 65, Firenze 50134, Italy"
2408411091,University of New Orleans
2408411091,University of Texas-Pan American
2408496730,Universidade de Santiago de Compostela
2408684684,National Institute of Informatics
2409610629,University of Castilla-La Mancha
2410109979,"Institut für Medizinische Biometrie, Informatik und Epidemiologie (IMBIE), Universität Bonn, Haus 325/11/1.OG/Raum 620, Sigmund-Freud-Straße 25, 53105 Bonn, Germany#TAB#"
2410109979,"NICR-Centre for Public Health, The Queen's University of Belfast, Mulhouse Building, Grosvenor Road, Belfast BT12 6DP, United Kingdom#TAB#"
2410109979,"Queen's University Belfast, School of Mathematics and Physics, University Road, Belfast BT7 1NN, United Kingdom#TAB#"
2410109979,"Queen's University Belfast, School of Medicine, Dentistry and Biomedical Sciences, 97 Lisburn Road, Belfast BT9 7BL, United Kingdom#TAB#"
2410451195,"École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
2410451195,"KU Leuven, Leuven, Belgium"
2410451195,"Second Spectrum, Lausanne, Switzerland"
2411366180,"Department of Computer Science, Karpagam University, Coimbatore – 641021, Tamil Nadu"
2411366180,"Department of Computer Science, Sri Sarada College for Women, Salem – 636016, Tamil Nadu"
2411750157,"Faculty of Science Semlalia, Cadi Ayyad University, Marrakech, Morocco#TAB#"
2411972054,"University of Michigan, USA"
2412058041,"Department of Computer Science and Information Engineering, National Chung Cheng University, 168, University Road, Min-Hsiung Chia-Yi, Taiwan, China.#TAB#"
2412409958,"Department of CSE, University College of Engineering, Adikavi Nannaya University, Rajahmundry - 533296, inAndhra Pradesh"
2412409958,"IT Department, GMR Institute of Technology, Rajam - 532127, Andhra Pradesh"
2412910640,"Department of Neurology, School of Medicine, Case Western Reserve University, Cleveland, OH, USA"
2412910640,"Division of Medical Informatics, School of Medicine, Case Western Reserve University, Cleveland, OH, USA"
2412910640,"Electrical Engineering and Computer Science Department, School of Engineering, Case Western Reserve University, Cleveland, OH, USA"
2412972264,"Center for Childhood Communication, The Children’s Hospital of Philadelphia, Philadelphia, USA"
2412972264,"Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, USA"
2413100037,"Institute of Computing Science, Poznań University of Technology, Poznań, Poland"
2413358653,"School of Mechanical Engineering, Anyang Institute of Technology,Henan,China"
2413693505,"Information Assurance and Security Research Group, Faculty of Computing, Universiti Teknologi Malaysia, Malaysia"
2413797726,"Department of Psychology, University of New Mexico, Albuquerque, NM, USA"
2413797726,"Department of Statistical Science, Duke University, Durham, NC, USA"
2413797726,"Department of Statistical Sciences, University of Padova, Padova, Italy"
2413943978,"Department of Psychiatry, College of Physicians, & Surgeons, Columbia University, New York, USA 10032#TAB#"
2413943978,"Jiangsu Key Laboratory of 3D Printing Equipment and Manufacturing, Nanjing, China 210042 and State Key Laboratory of Networking and Switching Technology, Beijing University of Posts and Telecommun ...#TAB#"
2413943978,"School of Computer Science and Technology, Nanjing Normal University, Nanjing, China 210023 and Jiangsu Key Laboratory of 3D Printing Equipment and Manufacturing, Nanjing, China 210042#TAB#"
2413943978,"School of Computer Science and Technology, Nanjing Normal University, Nanjing, China 210023 and Key Laboratory of Statistical Information Technology and Data Mining, State Statistics Bureau, Cheng ...#TAB#"
2413943978,"School of Natural Sciences and Mathematics, Shepherd University, Shepherdstown, USA 25443#TAB#"
2414066417,"Faculty of Information Technology, HCMc University of Pedagogy, Ho Chi Minh City, Vietnam#TAB#"
2414249728,Reutlingen University
2414249728,Technische Universität München
2414249728,University of Surrey
2414323848,"Vanderbilt University, Nashville, USA"
2414479973,Hebei University of Technology
2414479973,Tianjin University of Science and Technology
2414678720,Boğaziçi University
2414691925,"Dept. Lenguajes y Sistemas Informaticos, Universidad de Alicante, Spain#TAB#"
2414691925,"Magnet Team, INRIA Lille - Nord Europe, 59650 Villeneuve d'Ascq, France#TAB#"
2414691925,"Univ Lyon, UJM-Saint-Etienne, CNRS, Institut d Optique Graduate School, Laboratoire Hubert Curien UMR 5516, F-42023, Saint-Etienne, France#TAB#"
2414961233,"Department of Computer Science, Faculty of Science; Federal University Lafia; Lafia Nasarawa State Nigeria"
2414961233,Department of Electrical Engineering; University of Southern California; Los Angeles CA USA
2414961233,"Department of Information Technology, Faculty of Computing and Information Technology; King Abdulaziz University; Jeddah Saudi Arabia"
2414961233,"Department of Mathematics, Faculty of Science; Ahmadu Bello University; Zaria Nigeria"
2414961233,"School of Mathematics, Statistics, and Computer Science; University of Kwazulu-Natal; Durban South Africa"
2414989748,"University of Massachusetts Lowell, MA"
2415005847,"Indiana University, Bloomington, IN"
2415036046,"Department of Computer Science, University of California, Santa Barbara, USA 93106-5110#TAB#"
2415036046,"Department of Electronic Engineering, Tsinghua University, Beijing, China 100084 and Tsinghua National Laboratory for Information Science and Technology, Beijing, China 100084 and Department of Co ...#TAB#"
2415036046,"Department of Electronic Engineering, Tsinghua University, Beijing, China 100084 and Tsinghua National Laboratory for Information Science and Technology, Beijing, China 100084#TAB#"
2415036046,"Department of Mathematics, Syracuse University, Syracuse, USA 13244-1150#TAB#"
2415036046,"School of Computer Science, Fudan University, Shanghai, China 201203#TAB#"
2415288898,Université Laval
2415895819,"Department of Brain and Cognitive Sciences, MIT;"
2415895819,Google DeepMind;
2415895819,"Medical Imaging Technologies, Siemens Healthcare;"
2415895819,"Psychiatry Department, MGH"
2416283945,Radboud University
2416287915,National University of Singapore
2416287915,Technische Universität München
2416427891,"UCSI University, Kuala Lumpur, Malaysia#TAB#"
2416427891,"University of Leeds, Leeds, UK#TAB#"
2416462340,Universidade de Évora
2416462340,Universidade do Minho
2416527014,Beijing Shenzhou Aerospace Software Technology Co. Ltd.
2416527014,China Huanqiu Contracting and Engineering Corporation Liaoning Company
2416527014,"Shenyang Institute of Automation, Chinese Academy of Sciences"
2416527014,Tianjin Polytechnic University
2417115840,Beijing Normal University
2417115840,Fudan University
2417115840,Shanghai Jiao Tong University
2417156169,"Department of Computer Science, Sri Vasavi College, Erode"
2417156169,"Mother Teresa Women’s University, Kodaikanal"
2417288846,Adobe Research
2417288846,UC Irvine
2417333619,CHOICE Technologies Holding Sàrl
2417333619,"University of Luxembourg > Interdisciplinary Centre for Security, Reliability and Trust (SNT) >  >"
2417577008,"Faculty of Engineering, The University of Nottingham, Nottingham, UK#TAB#"
2417577008,"Horizon Digital Economy Research Institute, The University of Nottingham, Nottingham, UK#TAB#"
2417681871,University of Belgrade
2417750831,North Carolina State University
2417750831,Peking University
2418033038,"Center for Machine Perception, Faculty of Electrical Engineering, Czech Technical University in Prague. Karlovo namesti, 13. Prague 2, 12135, Czech Republic"
2418033038,"ELVEES NeoTek, Proyezd 4922, 4 build. 2, Zelenograd, Moscow, 124498, Russian Federation"
2418384203,"Department of Measurement and Information Systems, Budapest University ofźTechnology and Economics, Budapest, Hungary#TAB#"
2418780489,"Institute for Logic, Language and Computation, University of Amsterdam#TAB#"
2418956736,"Division of Mathematical Statistics, Department of Mathematical Sciences, Chalmers and University of Gothenburg, SE-412 96 Göteborg, Sweden"
2418956736,"Division of Statistics and Machine Learning, Department of Computer and Information Science, Linköping University, SE-581 83 Linköping, Sweden"
2419447374,"School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, People’s Republic of China"
2419531601,Center for Security Communications and Network Research University of Plymouth#TAB#
2420602380,LIF-CNRS Marseille
2420602380,University of Sheffield
2420689629,"International Postgraduate School, Jamova cesta 39, 1000 Ljubljana, Slovenia#TAB#"
2420689629,"Ruźer Bošković Institute, Bijenička cesta 54, 10000 Zagreb, Croatia#TAB#"
2422098725,"Institute of Computer Science and Telecommunications, Siberian State Aerospace University Krasnoyarskii rabochii ave. 31, 660014, Krasnoyarsk, Russian Federation"
2422269554,"Amrita School of Biotechnology, Amrita Vishwa Vidyapeetham (Amrita University), Amritapuri, India"
2422269554,"Department of Brain and Behavioral Sciences, University of Pavia, Pavia, Italy"
2422269554,"Department of Mathematics, University of Milan, Milan, Italy"
2422269554,"Department of Neuroscience, Yale School of Medicine, New Haven, CT, USA"
2422865028,Drexel University
2423485307,"National Technical University «Kharkiv Polytechnic Institute», Ukraine"
2423725643,"University of Illinois at Urbana-Champaign, Urbana, IL, USA"
2423725643,"Yahoo! Inc., Sunnyvale, CA, USA"
2424046091,"Johann Bernoulli Institute (JBI), Groningen University, Groningen, The Netherlands#TAB#"
2424046091,"School of Mathematics and Statistics, Glasgow University, Glasgow, UK#TAB#"
2424179494,1Department of Computer Science and Engineering
2424179494,2Department of Electrical Engineering
2424472887,"Control and Computer Engineering Department, Politecnico di Torino, Corso Duca degli Abruzzi, 24-10129 Torino, Italy#TAB#"
2424475825,"Division of Psychiatry, University College London, London, UK"
2424475825,"Wellcome Trust Centre for Neuroimaging, Institute of Neurology, University College London, London, UK"
2425346974,"Department of Mathematics, Courant Institute of Mathematical Sciences, New York University, New York, NY, USA"
2426277910,"1Computer Science Department, Carnegie Mellon University, Pittsburgh, PA, USA"
2426277910,"2Department of Computer Science, University of Coimbra, Coimbra, Portugal"
2426277910,"3Department of Infectious Diseases, University of Pittsburgh, Pittsburgh, PA, USA"
2426277910,"4Computational Biology and Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA, USA"
2426810552,"Department of Chemical Engineering & Institute of Biotechnology and Chemical Engineering, I-Shou University, Kaohsiung, Taiwan"
2426810552,"Department of Electronic Engineering, National Kaohsiung University of Applied Sciences, Kaohsiung, Taiwan"
2426843401,"Department of Pharmaceutical Chemistry, University of California at San Francisco, San Francisco, CA 94158, USA"
2426902362,"Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, IL, USA"
2426902362,"Department of Statistics, University of South Carolina, Columbia, SC, USA"
2426902362,"Research Center for Statistics, Geneva School of Economics and Management, University of Geneva, Geneva, Switzerland"
2429909924,"INRIA Sophia Antipolis Mediterranée, 06902 Sophia-Antipolis Cedex, France"
2429909924,"Institut Mines-Telecom, Telecom SudParis, UMR CNRS 5157, France"
2430018012,"Stanford University, Stanford, California"
2430164002,"The University of Queensland & University of Electronic Science and Technology of China, Brisbane, Australia"
2430164002,"University of Electronic Science and Technology of China, Chengdu, China"
2431738724,German Aerospace Center
2431738724,Tsinghua University
2433250023,Durham University
2433450687,"Laboratory of Cognitive Modeling and Algorithms, Department of Computer Science, Fudan University, Handan Road No.220, 200433 Shanghai, China"
2433491670,"Obafemi Awolowo University,"
2433491670,"Obafemi Awolowo University, Nigeria"
2435250085,"Administration Center of Shandong Academy of Information and Communication Technology, Jinan, China"
2435250085,"College of Information Science and Engineering, Shandong Agricultural University, Tai’an, Shandong, China"
2435609514,"The Ohio State University, Columbus, Ohio#TAB#"
2436827272,"Department of Biostatistics, School of Public Health, University of Texas Health Science Center at Houston, Houston, USA"
2436827272,"State Key Laboratory for Manufacturing Systems Engineering, Systems Engineering Institute, Xi’an Jiaotong University, Xi’an, China"
2436827272,University of Electronic Science and Technology of China
2437096199,"LIMSI-CNRS, Orsay cedex, France#TAB#"
2437244913,"Shenyang Institute of Automation, Chinese Academy of Sciences Industry Control Network and Systems Laboratory Shenyang China"
2437311323,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL, United States of America"
2437311323,"Department of Psychological and Brain Sciences, Indiana University Bloomington, Bloomington, IN, United States of America"
2437311323,"Department of Psychology, Stanford University, Stanford, CA, United States of America"
2437311323,"Department of Psychology, University of Texas at Austin, Austin, TX, United States of America"
2437478628,"Google Deepmind, London, UK"
2437478628,"Rehabilitation Institute of Chicago, Northwestern University, Chicago, IL, USA"
2437478628,"Synthetic Neurobiology Group, Massachusetts Institute of Technology, Media Lab, Cambridge, MA, USA"
2437990191,"Columbia University, New York, NY, USA"
2437990191,"Simon Fraser University, Vancouver, BC, Canada"
2437990191,"UC Berkeley, Berkeley, CA, USA"
2439335642,"Federal University of São Carlos, Department of Computing, São Carlos, Brazil#TAB#"
2439335642,"Middlesex University, School of Science and Technology, London, UK#TAB#"
2439335642,"São Paulo State University, Department of Computing, Bauru, Brazil#TAB#"
2439539979,"Francis Crick Institute, London, UK"
2440104009,"FBK-IRST, Trento, Italy#TAB#"
2440104009,"Free University of Bozen---Bolzano, Bozen-Bolzano, Italy#TAB#"
2440104009,"University of Bologna, Bologna, Italy#TAB#"
2441563267,"Stanford University, Stanford, USA"
2441563267,"University of Illinois (UIUC), Champaign, USA"
2442269630,"Applied Intelligence Research Centre, Dublin Institute of Technology, Dublin, Ireland"
2443413251,"Center for Biomedical Image Computing and Analytics, University of Pennsylvania, Philadelphia, PA 19104, United States"
2443718761,"Department of Electrical and Electronic Engineering, Imperial College London, London, UK"
2443837434,"Akamai Technologies, Cambridge, MA, USA"
2443837434,"Akamai Technologies & Institute of Theoretical and Applied Informatics, Polish Academy of Sciences, Gliwice, Poland"
2443837434,"Akamai Technologies & MIT CSAIL, Cambridge, MA, USA"
2444312726,"1Blavatnik School of Computer Science, Tel Aviv University, Tel Aviv, Israel"
2444312726,"2Max Delbrück Center for Molecular Medicine, Berlin, Germany"
2460037574,"Assistant Professor, VIT University"
2460037574,"VIT University, Vellore, India"
2460145928,Akademia Humanistyczna im. Aleksandra Gieysztora w Pułtusku
2460146526,"VIT University, Department of Information Technology"
2460146526,"VIT University,#R##N#Department of Software and Systems Engineering"
2460161545,Chongqing University of Posts and Telecommunications
2460396931,Higher Technical School of Computer Engineering University of Vigo Polytechnic Building Campus Universitario As Lagoas s/n#TAB#
2460396931,University of Vigo
2460423486,"Signal Processing and Recognition Group, Department of Electrical and Electronic Engineering, Universidad Nacional de Colombia, Manizales, Colombia"
2460696742,Michigan State University
2460696742,Papua New Guinea University of Technology
2460696742,Universiti Malaysia
2460708792,"Department of Computer Science, City University London, London, UK"
2460757690,"Gannon University#R##N#109 University Square#R##N#Erie, PA 16541"
2460757690,"Gannon University#R##N#109 University Square#R##N#Erie, PA 16541, USA"
2461173142,"Centre National de la Recherche Scientifique, FMTS, University of Strasbourg, ICube-UMR 7357, Strasbourg, France"
2461258857,Hubei Polytechnic University
2461258857,Wuhan University of Technology
2461528596,"Renmin University of China, Beijing, China"
2461528596,"Renmin University of China, Renmin University of China, China"
2461916795,CWI: Centrum Wiskunde & Informatica
2461916795,"Flickr, Yahoo"
2461916795,Futurewei Technologies Inc.
2462044331,"Basque Center for Applied Mathematics (BCAM), 48009 Bilbao, Spain#TAB#"
2462044331,"Intelligent Systems Group, Department of Computer Science and Artificial Intelligence, University of the Basque Country UPV/EHU, 20018 Donostia-San Sebastián, Spain#TAB#"
2462114885,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China"
2462114885,"School of Software, Beijing Institute of Technology, Beijing, China"
2462166055,Aalto University
2462166055,University of Helsinki
2462258553,Gadjah Mada University
2462258553,University of Amikom Yogyakarta
2462394751,"Computational Science and Engineering, Oak Ridge National Laboratory, Oak Ridge, TN 37831 USA Department of Computer Science, University of Memphis, Memphis, TN 38152 USA"
2462394751,"Department of Computer Science, University of Memphis, Memphis, TN 38152 USA"
2462394751,"Engineering Technology, Savannah State University, Savannah, GA 31404 USA"
2462439317,Eindhoven University of Technology
2462439317,Philips Research
2462548332,"Evolutionary Complexity Research Group, Department of Computer Science, University of Central Florida, USA"
2462609894,"Department of CSE, Saveetha University, Chennai - 600077, Tamil Nadu"
2462609894,"Department of CSE, SNIST, Hyderabad - 501301, Andhra Pradesh"
2462609894,"Department of SIT, JNTUH, Kukatpally, Hyderabad – 500085, Andhra Pradesh"
2462618042,CSIRO
2462618042,Deakin University
2462618042,Psychiatry and Psychology
2462689321,"aEconomics Team, Google, Inc., Mountain View, CA 94043"
2462773108,"Department of Computer Science and Engineering, Sathyabama University, Chennai - 600119, Tamil Nadu"
2462773108,"Faculty of Computing, Sathyabama University, Chennai - 600119, Tamil Nadu"
2462877185,"Instituto de Investigación e Innovación en Bioingeniería, Universitat Politècnica de València, Valencia, Spain"
2462886636,"Informatics Engineering School, University of Vigo, Campus Universitario As Lagoas s/n, 32004 Ourense, Spain#TAB#"
2462886636,"Key Laboratory of Intelligent Perception and Image Understanding of the Ministry of Education, International Research Center for Intelligent Perception and Computation, Xidian University, Xian Sha ...#TAB#"
2462886636,"Leiden Institute of Advanced Computer Science, Faculty of Science. Leiden University, 2333-CA Leiden, the Netherlands#TAB#"
2462886636,"School of Computer Science and Informatics, Faculty of Technology, De Montfort University, LE1 9BH Leicester, United Kingdom#TAB#"
2462886636,"School of Technology and Management, Computer Science and Communications Research Centre, Polytechnic Institute of Leiria, 2411-901 Leiria, Portugal#TAB#"
2462934404,"Universität Ulm, Institute of Measurement, Control and Microtechnology"
2463034947,"Analogical and Neural Computing Laboratory of Computer and Automation Research Institute of Hungarian Academy of Sciences, Kende u. 13-17, Budapest H-1111, Hungary#TAB#"
2463218595,"Department of Computer and Control Engineering, Rzeszow University of Technology, Rzeszow, Poland"
2463515580,"Military University of Technology, Faculty of Cybernetics Institute of Computer and Information Systems, Kaliskiego Str. 2, 00-908 Warsaw, Poland"
2463545666,"University of Warsaw, Warsaw, Poland"
2463762378,The University of Manchester
2463818697,The Chinese University of Hong Kong
2463818697,The Hong Kong Polytechnic University
2463875254,"Department of Signal Processing, Tampere University of Technology, Tampere, Finland"
2463875254,"Electrical Engineering Department, College of Engineering, Qatar University, Doha, Qatar"
2464281441,Uniwersytet im. Adama Mickiewicza
2464321279,"Military University of Technology, Faculty of Cybernetics, Institute of Computer and Information Systems, Kaliskiego Str. 2, 00-908 Warsaw, Poland"
2464471615,"Department of General Psychology and Center for Cognitive Neuroscience, University of Padova, Padua, Italy"
2464485750,"CERFACS, Toulouse, France#TAB#"
2464485750,"CNRS and ENS Lyon, France#TAB#"
2464485750,"Université de Toulouse, INPT (ENSEEIHT)-IRIT, France#TAB#"
2464569091,"Department of Bioengineering, University of California, San Diego, La Jolla, CA, USA"
2464569091,"Department of Cognitive Sciences, University of California, Irvine, Irvine, CA, USA"
2464569091,"Electrical and Computer Engineering Department, University of California, San Diego, La Jolla, CA, USA"
2464569091,"Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA, USA"
2464610957,"Department of CSE, V. R. Siddhartha Engineering College, Vijayawada - 520007, Andhra Pradesh"
2464648446,Oxford University
2464648446,Probability
2464843777,"NTT Service Evolution Laboratories, Yokosuka-shi, Japan"
2464945160,Bauhaus-Universität Weimar
2464945160,University of Bedfordshire
2465290353,"International School of Software, Wuhan University, Wuhan, China"
2465290353,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China"
2465290353,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China; School of Software, Beijing Institute of Technology, Beijing, China"
2465314979,Adobe Research
2465314979,Stanford University
2465314979,University College London
2465356436,"Department of Computing and Informatics, Bournemouth University, Bournemouth, UK"
2465356436,"Department of Engineering and Mathematics, Sheffield Hallam University, Sheffield, UK"
2465361936,"IRIT, University of Paul Sabatier, 118 Route de Narbonne, 31062 Toulouse, France#TAB#"
2465361936,"National Computer Sciences Engineering School (ESI), BP 68M Oued Smar, 16270, Algiers Algeria#TAB#"
2465421100,Universidade Federal de Uberlândia
2465712258,"School of Computer Science and Technology, China University of Mining Technology, Xuzhou, China"
2465988918,"GITAM University,Hyderabad,INDIA"
2465988918,"Research Scholar, GITAM University,Hyderabad,INDIA."
2466167637,"Department of Industrial Design, Eindhoven University of Technology, Eindhoven, Netherlands"
2466167637,"Department of Naval, Electric, Electronic, and Telecommunications Engineering, University of Genova, Genoa, Italy"
2466282698,"Project MindScope, Allen Institute for Brain Science"
2466361030,"University of Glasgow, Glasgow, United Kingdom"
2466579736,"Human Genetics Resource Center, National Research Institute for Family Planning, Beijing, China"
2466579736,"National Center for Mathematics and Interdisciplinary Sciences, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China"
2467085982,"CSE, GNITS, Hyderabad, India#TAB#"
2467085982,"CSE, Priyadarshini College of Engineering and Technology, Nellore, India#TAB#"
2467430321,"Graduate School of Information Science and Technology, Hokkaido University"
2467430321,"Microelectronic Systems Laboratory, École Polytechnique Fédérale de Lausanne"
2467442407,"Faculty of Computer Science and Applications, Charotar University of Science and Technology (CHARUSAT), Changa - 388421, Gujarat"
2467448342,"AGH University of Science and Technology, Kraków"
2467501844,University of Southern California
2467669737,"Collaboration Center for Research in Health Disparities, Medical Science Campus, University of Puerto Rico., San Juan, USA"
